entity_text,entity_label,normalized_entity,source_url,sentence
Buenos Aires,GPE,Buenos Aires,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Joao Fonseca makes history in Buenos Aires, wins first ATP Tour title""."
Bunny Austin,PERSON,Bunny Austin,https://en.wikipedia.org/wiki/Wimbledon_Championships,The first match to be broadcast was between Bunny Austin and George Lyttleton-Rogers.[119]
Business Insider,ORG,Business Insider,https://en.wikipedia.org/wiki/Novak_Djokovic,Business Insider.
Business Insider,ORG,Business Insider,https://en.wikipedia.org/wiki/Rafael_Nadal,Business Insider.
Business Week,DATE,Business Week,https://en.wikipedia.org/wiki/Rafael_Nadal,Business Week.
Båstad,GPE,Båstad,https://en.wikipedia.org/wiki/2023_Wimbledon_Championships_%E2%80%93_Men%27s_singles,"However, because the tournament takes place one week later this year, players are defending points from tournaments that took place during the week of 11 July 2022 (Båstad, Newport, and 2022 ATP Challenger Tour tournaments)."
Båstad,GPE,Båstad,https://en.wikipedia.org/wiki/2023_Wimbledon_Championships_%E2%80%93_Men%27s_singles,"† The player is defending points from Båstad, Newport, or one or more ATP Challenger Tour events (Porto, Rome, Lüdenscheid or Amersfoort)."
Båstad,GPE,Båstad,https://en.wikipedia.org/wiki/2023_Wimbledon_Championships_%E2%80%93_Men%27s_singles,† The player is defending points from Båstad or Braunschweig.
C. C. Pyle,PERSON,C. C. Pyle,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"The first major professional tour was established in 1926 by promoter C. C. Pyle with a troupe of American and French players, most notably Suzanne Lenglen, playing exhibition matches to paying audiences.[23][24]"
CAA Sports,ORG,CAA Sports,https://en.wikipedia.org/wiki/Novak_Djokovic,"In June 2008, after the duo entered into a partnership with CAA Sports, the sports division of Hollywood talent firm Creative Artists Agency, meaning that the famous company started representing tennis players for the first time,[450] Djokovic formally signed with CAA Sports.[451]"
CAA Sports,ORG,CAA Sports,https://en.wikipedia.org/wiki/Novak_Djokovic,"After Djokovic's contract with CAA Sports expired during the summer of 2012, he decided to switch representation, announcing IMG Worldwide as his new representatives in December 2012.[452]"
CAA Sports,ORG,CAA Sports,https://en.wikipedia.org/wiki/Novak_Djokovic,"- CAA Sports teams with tennis;SportsBusinessDaily.com, 23 June 2008."
CAA Sports,ORG,CAA Sports,https://en.wikipedia.org/wiki/Novak_Djokovic,- Djokovic Signs With CAA Sports
CAA Sports.[451,ORG,CAA Sports.[451,https://en.wikipedia.org/wiki/Novak_Djokovic,"In June 2008, after the duo entered into a partnership with CAA Sports, the sports division of Hollywood talent firm Creative Artists Agency, meaning that the famous company started representing tennis players for the first time,[450] Djokovic formally signed with CAA Sports.[451]"
CBC Sports,ORG,CBC Sports,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),CBC Sports.
CBC Television,ORG,CBC Television,https://en.wikipedia.org/wiki/Wimbledon_Championships,"Prior to 2012, CBC Television and SRC were the primary broadcaster of Wimbledon for Canada, and its live coverage of the tournament predated ""Breakfast at Wimbledon"" by over a decade, Canada being at least four hours from its fellow Commonwealth realm."
CBCSport,ORG,CBCSport,https://en.wikipedia.org/wiki/Rafael_Nadal,CBCSport.
CBS Sports,ORG,CBS Sports,https://en.wikipedia.org/wiki/2022_French_Open_%E2%80%93_Men%27s_singles,CBS Sports.
CBS Sports,ORG,CBS Sports,https://en.wikipedia.org/wiki/Novak_Djokovic,CBS Sports.
CBS Sports,ORG,CBS Sports,https://en.wikipedia.org/wiki/Rafael_Nadal,CBS Sports.
Cagliari,GPE,Cagliari,https://en.wikipedia.org/wiki/Rafael_Nadal,"Nadal continued his ascent in early 2003, reaching the finals of Challengers at Hamburg, Cherbourg and Cagliari, and winning at Barletta.[36]"
Cale Hammond,PERSON,Cale Hammond,https://en.wikipedia.org/wiki/Wimbledon_Championships,- Cale Hammond (13 April 2020).
Calendar-year,DATE,Calendar-year,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"[149][150][151] ""Calendar-year Golden Slam""[152] or ""Calendar Golden Slam"")[153] refers to the achievement of winning all four majors and the Olympic or Paralympic gold medal in a calendar year."
Calendar-year,DATE,Calendar-year,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"- Super Slam: Combination of the Golden Slam and year-end championship title (ATP Finals for the men's tour, WTA Finals for the women's tour, and the Wheelchair Tennis Masters for the wheelchair tennis tour) in a calendar year,[165] also known as ""Calendar-year Super Slam""[158] Diede de Groot is currently the only player to do so, in women's wheelchair singles in 2021.[158][166]"
Callum,PERSON,Callum,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Davies, Callum (14 July 2024)."
Calvin Klein,ORG,Calvin Klein,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"Massive Nike deal and stripping to his underwear for Calvin Klein""."
Calvin Klein,ORG,Calvin Klein,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Tennis Star Carlos Alcaraz Strips Down For Calvin Klein Underwear Campaign""."
Calvin Klein's,ORG,Calvin Klein's,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"In January 2023, he starred in American clothing brand Calvin Klein's 1996 underwear campaign.[304]"
Cambers,PERSON,Cambers,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Cambers, Simon (8 June 2023)."
Cambers,PERSON,Cambers,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Rouquette, Cédric; Bourrières, Rémi; Cambers, Simon (17 October 2022)."
Cambers,PERSON,Cambers,https://en.wikipedia.org/wiki/Novak_Djokovic,"- Cambers, Simon (8 June 2023)."
Cambers,PERSON,Cambers,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Cambers, Simon (16 February 2009)."
Cambers,PERSON,Cambers,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Cambers, Simon (28 June 2014)."
Cameron Houston,PERSON,Cameron Houston,https://en.wikipedia.org/wiki/Australian_Open,- Cameron Houston; Jason Dowling (11 October 2008).
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/2021_US_Open_%E2%80%93_Men%27s_singles,Cameron Norrie (first round) - 27.
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/2022_French_Open_%E2%80%93_Men%27s_singles,Cameron Norrie (third round) - 11.
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/2023_Wimbledon_Championships_%E2%80%93_Men%27s_singles,Cameron Norrie (second round) - 13.
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"At Indian Wells, Alcaraz defeated defending champion Cameron Norrie to reach his first Masters quarterfinal and semifinal, which he lost to Rafael Nadal.[78]"
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"Alcaraz's North American swing did not start well: he was upset by Tommy Paul in his debut at the Canadian Open,[103] and Cameron Norrie in the quarterfinals of the Cincinnati Open.[104]"
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/Carlos_Alcaraz,He defeated Cameron Norrie in the final in straight sets to claim his first title since the 2022 US Open.[119]
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"He lost his first match at the Paris Masters to Cameron Norrie in three sets, ending his streak of consecutive finals.[220]"
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"His quarterfinal victory against Cameron Norrie was his 34th consecutive win on outdoor hardcourts - the third longest-such streak in the Open Era, tied with Pete Sampras.[230]"
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Carlos Alcaraz stuns Jannik Sinner to open ATP Finals door for Hubert Hurkacz and Cameron Norrie""."
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Cameron Norrie stuns Carlos Alcaraz to reach Cincinnati semi-final""."
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Cameron Norrie beats world No 2 Carlos Alcaraz to claim Rio Open""."
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/Novak_Djokovic,"He reached a record 32nd Grand Slam final after defeating Cameron Norrie in the semifinals[275] and beat Nick Kyrgios in four sets to claim his seventh Wimbledon and 21st major title, surpassing Roger Federer and moving one behind Nadal.[276][277]"
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/Novak_Djokovic,"- ""Novak Djokovic Defeats Cameron Norrie, Into Wimbledon Final""."
Cameron Norrie,PERSON,Cameron Norrie,https://en.wikipedia.org/wiki/Rafael_Nadal,"At the Swedish Open in July, he reached his last career ATP Tour final with wins over Leo Borg, Cameron Norrie, Mariano Navone in a marathon match lasting four hours, and Duje Ajduković.[370]"
Camilo Ugo Carabelli,PERSON,Camilo Ugo Carabelli,https://en.wikipedia.org/wiki/2022_French_Open_%E2%80%93_Men%27s_singles,"Camilo Ugo Carabelli and Aslan Karatsev became the first players to contest this tiebreak in the main draw in their first-round match, with Ugo Carabelli emerging victorious.[22]"
Camilo Ugo Carabelli,PERSON,Camilo Ugo Carabelli,https://en.wikipedia.org/wiki/Novak_Djokovic,"At the 2025 Miami Open, Djokovic beat lucky loser Camilo Ugo Carabelli in the third round to claim his record 411th career main draw win at the Masters 1000 level, surpassing Nadal's previous record of 410.[309]"
Campaign,ORG,Campaign,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),Campaign.
Canada,GPE,Canada,https://en.wikipedia.org/wiki/Australian_Open,It is broadcast on TSN in Canada.
Canada,GPE,Canada,https://en.wikipedia.org/wiki/Rafael_Nadal,"In Canada, Nadal lost in the semi-finals to Murray.[174]"
Canada,GPE,Canada,https://en.wikipedia.org/wiki/Rafael_Nadal,"At the 2019 Davis Cup Finals, Nadal helped Spain win its sixth Davis Cup title, beating Canada."
Canada,GPE,Canada,https://en.wikipedia.org/wiki/Rafael_Nadal,- Canada (11 August 2013).
Canada,GPE,Canada,https://en.wikipedia.org/wiki/Rafael_Nadal,"- ""Spain seal sixth Davis Cup crown as Nadal and Bautista Agut down Canada in final""."
Canada,GPE,Canada,https://en.wikipedia.org/wiki/Wimbledon_Championships,"In Canada, coverage of Wimbledon is exclusively carried by TSN and RDS, which are co-owned by Bell Media and ESPN."
Canada,GPE,Canada,https://en.wikipedia.org/wiki/Wimbledon_Championships,"Prior to 2012, CBC Television and SRC were the primary broadcaster of Wimbledon for Canada, and its live coverage of the tournament predated ""Breakfast at Wimbledon"" by over a decade, Canada being at least four hours from its fellow Commonwealth realm."
Canadian Broadcasting Corporation,ORG,Canadian Broadcasting Corporation,https://en.wikipedia.org/wiki/Rafael_Nadal,Canadian Broadcasting Corporation.
Canadian Press,ORG,Canadian Press,https://en.wikipedia.org/wiki/Novak_Djokovic,Canadian Press.
Canal 5,ORG,Canal 5,https://en.wikipedia.org/wiki/Wimbledon_Championships,"Presently, most weekend matches are broadcast through Canal 5 with the weekday matches broadcast on the Televisa Deportes Network."
Canal 5,ORG,Canal 5,https://en.wikipedia.org/wiki/Wimbledon_Championships,"As Mexico is six hours behind the U.K., some Canal 5 affiliates air the weekend matches as the first program of the day after sign-on."
Carayol,GPE,Carayol,https://en.wikipedia.org/wiki/Wimbledon_Championships,"- Tumaini, Carayol."
Carayol,ORG,Carayol,https://en.wikipedia.org/wiki/Novak_Djokovic,"- Carayol, Tumaini (9 March 2022)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (26 May 2023). ""."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (3 April 2022)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (8 June 2023)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (21 August 2023)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (9 September 2023)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (21 January 2025)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (31 May 2022)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (9 June 2024)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (21 May 2025)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (27 March 2023)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (10 June 2024)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (27 May 2023). ""."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (15 June 2025)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Carayol, Tumaini (23 June 2025)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Novak_Djokovic,"- Carayol, Tumaini (13 June 2021)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Novak_Djokovic,"- Carayol, Tumaini (8 June 2023)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Carayol, Tumaini (24 September 2022)."
Carayol,PERSON,Carayol,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Carayol, Tumaini (19 November 2024)."
Carlin,PERSON,Carlin,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Carlin, John (2011)."
Carlitos,PERSON,Carlitos,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"His friends and family call him ""Carlitos"" or """
Carlitos,PERSON,Carlitos,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Carlitos is finding success in New York at a young age. https://t.co/fOpdx9ncC2"" (Tweet)."
Carlo,PERSON,Carlo,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Was the Carlo"
Carlos,PERSON,Carlos,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"After watching him compete at age 11, IMG agent Albert Molina recognized Carlos as a standout talent and sought to persuade his parents to work with him; his father ultimately agreed when Carlos was 12.[12][13][14]"
Carlos,PERSON,Carlos,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Carlos' quest for a history-making crown at AO 2025""."
Carlos,PERSON,Carlos,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Djokovic and Carlos Produce the Highest Level of Tennis Ever Witnessed In Cincy – Tennis-Prose.com""."
Carlos,PERSON,Carlos,https://en.wikipedia.org/wiki/Novak_Djokovic,"""Djokovic and Carlos Produce the Highest Level of Tennis Ever Witnessed In Cincy – Tennis-Prose.com""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/2021_US_Open_%E2%80%93_Men%27s_singles,"By defeating world No. 3 Stefanos Tsitsipas in the third round, Carlos Alcaraz became the youngest man to beat a top 3 ranked-player in singles at the US Open since the inception of the ATP rankings in 1973."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/2021_US_Open_%E2%80%93_Men%27s_singles,"- ""US Open: Spanish teenager Carlos Alcaraz wins in five sets to reach quarter-finals""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/2021_US_Open_%E2%80%93_Men%27s_singles,"- ""Felix Auger-Aliassime & Carlos Alcaraz Meet; Daniil Medvedev, Botic Van De Zandschulp Eye Semi-final Spots | ATP Tour | Tennis""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/2022_French_Open_%E2%80%93_Men%27s_singles,Carlos Alcaraz (quarterfinals) - 7.
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/2023_Wimbledon_Championships_%E2%80%93_Men%27s_singles,"Carlos Alcaraz defeated four-time defending champion Novak Djokovic in the final, 1–6, 7–6(8–6), 6–1, 3–6, 6–4 to win the gentlemen's singles tennis title at the 2023 Wimbledon Championships."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/2023_Wimbledon_Championships_%E2%80%93_Men%27s_singles,- 1. Carlos Alcaraz (champion) - 2.
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/2023_Wimbledon_Championships_%E2%80%93_Men%27s_singles,"‡ Rafael Nadal (15) → replaced by Roman Safiullin (98) - ‡ Jack Draper (60) → replaced by Alexandre Müller (100) - ‡ Marin Čilić (22) → replaced by Dominik Koepfer (102) - ‡ Pablo Carreño Busta (21) → replaced by Borna Gojo (103) - ‡ Karen Khachanov (11)[9] → replaced by Juan Manuel Cerúndolo (104) - @ Jan-Lennard Struff (26) → replaced by Taro Daniel (LL) - @ Gaël Monfils (35 PR) → replaced by Yosuke Watanuki (LL) - § Filip Krajinović (92) → replaced by Michael Mmoh (LL) - § Nick Kyrgios (25)[10] → replaced by Fábián Marozsán (LL) ‡ – withdrew from entry list before qualifying began @ – withdrew from entry list after qualifying began § – withdrew from main draw - ""Carlos Alcaraz beats Novak Djokovic to win Wimbledon title in final for the ages""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"Carlos Alcaraz and Jannik Sinner have faced each other 16 times on the ATP Tour, with Alcaraz leading 10–6.[233][234]"
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"Carlos Alcaraz and Alexander Zverev have faced off thirteen times, with Alcaraz leading 7–6.[243]"
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"Carlos Alcaraz and Novak Djokovic have faced off ten times; despite a 16-year age gap, their rivalry has remained competitive, with the head-to-head tied at 5–5.[249]"
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"In 2023, Chess.com created a dedicated Carlos Alcaraz bot that any user can challenge virtually on the platform.[364]"
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz | Overview""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""The pronunciation by Carlos Alcaraz himself""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Antes de que Carlos Alcaraz fuera impresionante, fue bastante bueno como para tener suerte""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""El abuelo de Carlos Alcaraz, de la receta de las tres 'C' a la ""alegría, el orgullo y el alivio""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz: ""Mi padre tenía muchas raquetas y el club estaba al lado de casa"". www.lavanguardia.com."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Signed At 12, Carlos Alcaraz Investment Now Paying Rich Dividends | ATP Tour | Tennis""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Carlos Alcaraz reveals the nickname has given himself""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz makes time for blessing amid US Open pressure""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz – the Birth of One Boy's Dreams, the Death of One Man's Hopes | InsideTennis.com"". 25 June 2023."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""The 'brutal charisma' and staggering game of Carlos Alcaraz""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""One-On-One With Carlos Alcaraz On His 7-Year Extension With Babolat""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz: How Covid has kept a lid on this mercurial talent"". tennishead.net."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Challenger TV: Watch Carlos Alcaraz & Jannik Sinner's first meeting ahead of French Open clash""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Five Years of Fire: Carlos Alcaraz vs. Jannik Sinner's First Encounter""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Emulating Nadal, 15-year-old Carlos Alcaraz Stuns Top 150 Player On Challenger Tour""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz grabs 2020 Rio Open wild card for an ATP debut""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz, 16, Wins ATP Tour Debut In Rio""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Thiago Monteiro vs. Carlos Alcaraz Melbourne 2021 Round of 16 | Match Stats""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Frances Tiafoe vs. Carlos Alcaraz Barcelona 2021 Round of 64 | Match Stats""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Emil Ruusuvuori vs. Carlos Alcaraz Miami 2021 Round of 128 | Match Stats""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz Claims Historic Fourth Challenger Crown""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz moves into the top 100 with a Challenger win in Oeiras""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""No escaping Carlos Alcaraz: 18-year-old becomes youngest ATP champion since 2008 in Umag""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz Records Biggest Career Win, Shocks Stefanos Tsitsipas in US Open Thriller""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Andy Murray battles back to beat Carlos Alcaraz at Indian Wells""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Andy Murray loses to Carlos Alcaraz at Vienna Open""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""In his win over Matteo Berrettini, Carlos Alcaraz showed that blurring speed and crisp technique can still prevail against a bigger opponent""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Carlos Alcaraz stuns Jannik Sinner to open ATP Finals door for Hubert Hurkacz and Cameron Norrie""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""What Carlos Alcaraz Has Done Quicker Than the Big Three""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz reveals how he kept five-set streak alive in Australian Open epic""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz Rises to Career-High After Rio de Janeiro Title""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz Makes History With Rio de Janeiro Title""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Carlos Alcaraz confirms arrival among elite with Miami Open success""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz exits in windy Monte Carlo against unseeded Sebastian Korda""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""ATP Barcelona: Carlos Alcaraz downs Stefanos Tsitsipas and writes history"". 22 April 2022."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz beats Stefanos Tsitsipas in Barcelona Open thriller to guarantee spot in world's top-10""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz Takes Out Rafael Nadal in Madrid""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Madrid Open: Carlos Alcaraz shocks Novak Djokovic to reach final""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz beats Alexander Zverev to take Madrid Open title""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz Defeats Alexander Zverev for Madrid Title""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Carlos Alcaraz Recently Beat Nadal and Djokovic on Clay."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Alexander Zverev Beats Carlos Alcaraz at the French Open""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Wimbledon 2022: Jannik Sinner holds on to sink Carlos Alcaraz to make quarter-finals at SW19""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz Rides Hot Start into Umag SFS""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz Beats Giulio Zeppieri to Reach Umag Final""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Cameron Norrie stuns Carlos Alcaraz to reach Cincinnati semi-final""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""US Open: Carlos Alcaraz outlasts Jannik Sinner in five-hour epic to reach semi-finals""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""Carlos Alcaraz beats Frances Tiafoe in five-set thriller to reach US Open final""."
Carlos Alcaraz,PERSON,Carlos Alcaraz,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz Youngest Year-End ATP No. 1 Presented By Pepperstone In History""."
